Latitude,Longitude,Rainfall,GW_Recharge,GW_Extraction,Extraction_Stage_Perc,Prev_GW,GW_Level
23.63,72.56,764.9,114939.73,125396.49,114.84,110.0,112.1
23.75,72.51,764.9,114939.73,125396.49,114.84,144.9,141.6
23.7,72.52,764.9,114939.73,125396.49,114.84,120.4,121.4
23.71,72.52,764.9,114939.73,125396.49,114.84,32.5,32.7
23.70683,72.51976,764.9,114939.73,125396.49,114.84,2.55,2.4
23.60553,72.51358,764.9,114939.73,125396.49,114.84,6.7,5.7
23.59639,72.45639,764.9,114939.73,125396.49,114.84,14.0,13.0
23.675,72.48361,764.9,114939.73,125396.49,114.84,5.05,3.8
23.77,72.45,764.9,114939.73,125396.49,114.84,10.9,10.5
23.77,72.45,764.9,114939.73,125396.49,114.84,101.5,102.4
23.75833,72.45833,764.9,114939.73,125396.49,114.84,7.65,5.19
23.78,72.56,764.9,114939.73,125396.49,114.84,3.1,2.5
23.78,72.56,764.9,114939.73,125396.49,114.84,97.7,97.1
23.72,72.46,764.9,114939.73,125396.49,114.84,3.25,2.2
23.71678,72.45746,764.9,114939.73,125396.49,114.84,6.97,6.33
23.69722,72.06944,764.9,40272.71,38566.63,100.8,2.52,1.98
23.6625,72.27917,764.9,40272.71,38566.63,100.8,9.8,7.9
23.68,72.17389,764.9,40272.71,38566.63,100.8,16.0,15.6
23.68444,72.17306,764.9,40272.71,38566.63,100.8,130.8,135.1
23.68444,72.17306,764.9,40272.71,38566.63,100.8,139.6,143.3
23.71722,72.19861,764.9,40272.71,38566.63,100.8,51.5,71.4
23.71722,72.19861,764.9,40272.71,38566.63,100.8,151.05,147.9
23.615,72.14611,764.9,40272.71,38566.63,100.8,8.5,7.7
23.84167,72.12361,764.9,40272.71,38566.63,100.8,17.48,14.68
23.83,72.22,764.9,40272.71,38566.63,100.8,35.5,33.9
23.86,72.03,764.9,40272.71,38566.63,100.8,56.4,56.1
23.86583,72.1975,764.9,40272.71,38566.63,100.8,23.4,23.5
23.86361,72.23,764.9,40272.71,38566.63,100.8,44.8,45.1
23.79583,72.06444,764.9,40272.71,38566.63,100.8,99.6,105.05
23.77944,72.28389,764.9,40272.71,38566.63,100.8,15.4,13.5
23.7625,72.11,764.9,40272.71,38566.63,100.8,16.7,12.75
23.83583,72.2375,764.9,40272.71,38566.63,100.8,13.4,13.3
23.77,72.3,764.9,40272.71,38566.63,100.8,162.97,167.27
23.77028,72.30028,764.9,40272.71,38566.63,100.8,15.9,14.3
23.77028,72.30028,764.9,40272.71,38566.63,100.8,8.1,7.2
23.76667,72.25417,764.9,40272.71,38566.63,100.8,9.8,8.15
23.77917,72.1625,764.9,40272.71,38566.63,100.8,17.81,16.81
23.77917,72.16278,764.9,40272.71,38566.63,100.8,28.3,28.2
23.77917,72.16278,764.9,40272.71,38566.63,100.8,17.8,15.8
23.84972,72.21972,764.9,40272.71,38566.63,100.8,30.8,20.6
23.85,72.05,764.9,40272.71,38566.63,100.8,35.3,34.4
24.03,72.14,764.9,40272.71,38566.63,100.8,57.2,55.4
23.89,72.2,764.9,40272.71,38566.63,100.8,71.4,71.9
23.9165,72.10083,764.9,40272.71,38566.63,100.8,27.41,29.66
23.90778,72.1825,764.9,40272.71,38566.63,100.8,9.7,7.5
24.08,72.21,764.9,40272.71,38566.63,100.8,52.95,52.8
23.93417,72.16917,764.9,40272.71,38566.63,100.8,16.6,16.2
24.07,72.16,764.9,40272.71,38566.63,100.8,149.2,135.4
23.98639,72.11417,764.9,40272.71,38566.63,100.8,42.3,42.5
24.14,72.13,764.9,40272.71,38566.63,100.8,96.7,91.5
23.95361,72.1825,764.9,40272.71,38566.63,100.8,34.1,34.0
23.95361,72.1825,764.9,40272.71,38566.63,100.8,41.8,42.4
23.95083,72.15694,764.9,40272.71,38566.63,100.8,17.2,17.9
24.03,72.05,764.9,40272.71,38566.63,100.8,110.48,111.98
23.92,72.38,764.9,40272.71,38566.63,100.8,76.8,74.9
23.92,72.38,764.9,40272.71,38566.63,100.8,128.96,125.0
23.92,72.38,764.9,40272.71,38566.63,100.8,179.0,175.7
23.88654,72.39809,764.9,40272.71,38566.63,100.8,44.69,46.5
23.88654,72.39809,764.9,40272.71,38566.63,100.8,75.56,74.5
23.91,72.46,764.9,40272.71,38566.63,100.8,49.0,47.9
23.91,72.46,764.9,40272.71,38566.63,100.8,73.5,73.6
23.96,72.24,764.9,40272.71,38566.63,100.8,65.1,57.4
23.96,72.24,764.9,40272.71,38566.63,100.8,184.92,175.22
23.96,72.24,764.9,40272.71,38566.63,100.8,169.2,174.0
23.95944,72.24,764.9,40272.71,38566.63,100.8,26.8,17.3
23.91,72.34,764.9,40272.71,38566.63,100.8,32.4,30.4
23.98,72.29,764.9,40272.71,38566.63,100.8,64.3,62.2
23.98,72.29,764.9,40272.71,38566.63,100.8,115.5,115.7
23.94,72.33,764.9,40272.71,38566.63,100.8,169.3,170.8
23.84639,72.99611,764.9,89347.95,59455.31,70.05,5.5,2.4
23.75,73.03,764.9,89347.95,59455.31,70.05,12.8,5.3
23.74639,73.02833,764.9,89347.95,59455.31,70.05,12.4,8.5
23.74868,73.0284,764.9,89347.95,59455.31,70.05,22.8,27.3
23.87,73.08,764.9,89347.95,59455.31,70.05,14.2,7.3
23.92333,72.85333,764.9,89347.95,59455.31,70.05,15.3,15.4
23.82167,72.84611,764.9,89347.95,59455.31,70.05,11.3,6.5
23.76,72.99,764.9,89347.95,59455.31,70.05,38.1,19.4
23.73,72.85,764.9,89347.95,59455.31,70.05,15.1,12.9
23.86,72.8,764.9,89347.95,59455.31,70.05,11.7,9.5
23.85643,72.84283,764.9,89347.95,59455.31,70.05,12.8,6.8
23.90167,72.83583,764.9,89347.95,59455.31,70.05,13.75,9.95
23.7425,72.93667,764.9,89347.95,59455.31,70.05,16.3,9.3
23.80278,72.8775,764.9,89347.95,59455.31,70.05,8.9,8.3
23.88722,73.09611,764.9,89347.95,59455.31,70.05,18.4,11.0
23.84074,73.03973,764.9,89347.95,59455.31,70.05,9.3,5.5
23.83583,73.05417,764.9,89347.95,59455.31,70.05,20.4,7.9
23.83313,72.79948,764.9,89347.95,59455.31,70.05,13.2,6.0
23.71,73.09,764.9,89347.95,59455.31,70.05,19.2,4.0
23.88611,72.84861,764.9,89347.95,59455.31,70.05,17.1,7.2
23.81981,73.11958,764.9,89347.95,59455.31,70.05,16.5,15.6
23.80798,72.90653,764.9,89347.95,59455.31,70.05,16.8,4.5
23.85575,72.9407,764.9,89347.95,59455.31,70.05,27.9,4.2
23.81,73.14,764.9,89347.95,59455.31,70.05,15.7,7.6
23.91,72.88,764.9,89347.95,59455.31,70.05,4.7,1.8
23.38778,72.87139,764.9,89347.95,59455.31,70.05,34.4,31.2
23.51,72.93,764.9,89347.95,59455.31,70.05,27.5,24.6
23.44167,72.97417,764.9,89347.95,59455.31,70.05,11.2,9.3
23.35,72.83,764.9,89347.95,59455.31,70.05,80.3,78.3
23.35,72.83,764.9,89347.95,59455.31,70.05,73.9,73.7
23.35,72.83,764.9,89347.95,59455.31,70.05,60.0,58.4
23.44,72.84,764.9,89347.95,59455.31,70.05,22.7,18.3
23.44361,72.82722,764.9,89347.95,59455.31,70.05,28.8,28.4
23.41483,72.84118,764.9,89347.95,59455.31,70.05,36.22,38.16
23.41556,72.84111,764.9,89347.95,59455.31,70.05,21.5,21.0
23.4,72.76,764.9,89347.95,59455.31,70.05,81.2,73.4
23.48,72.9,764.9,89347.95,59455.31,70.05,30.6,29.8
23.4,72.79,764.9,89347.95,59455.31,70.05,81.4,70.9
23.39722,72.87028,764.9,89347.95,59455.31,70.05,31.6,30.6
23.35611,72.95,764.9,89347.95,59455.31,70.05,1.9,1.4
23.32528,73.06194,764.9,89347.95,59455.31,70.05,13.7,12.0
23.40601,73.04527,764.9,89347.95,59455.31,70.05,5.9,3.6
23.30139,73.015,764.9,89347.95,59455.31,70.05,24.2,21.5
23.3475,72.99722,764.9,89347.95,59455.31,70.05,12.3,9.2
23.39472,72.98333,764.9,89347.95,59455.31,70.05,8.5,2.2
23.39611,73.11111,764.9,89347.95,59455.31,70.05,14.5,13.0
23.35944,72.98389,764.9,89347.95,59455.31,70.05,9.3,5.1
23.44361,73.05333,764.9,89347.95,59455.31,70.05,8.4,5.8
23.34694,73.04333,764.9,89347.95,59455.31,70.05,8.4,6.35
23.94,73.04,764.9,89347.95,59455.31,70.05,15.2,4.7
23.98,72.9,764.9,89347.95,59455.31,70.05,13.4,5.1
23.90336,72.95547,764.9,89347.95,59455.31,70.05,16.0,7.7
23.9,73.11944,764.9,89347.95,59455.31,70.05,23.41,17.61
23.89639,73.11722,764.9,89347.95,59455.31,70.05,22.7,12.4
23.94,73.11,764.9,89347.95,59455.31,70.05,16.4,8.4
23.99,73.06,764.9,89347.95,59455.31,70.05,15.6,4.8
23.94,72.99,764.9,89347.95,59455.31,70.05,11.8,4.2
23.96806,72.92389,764.9,89347.95,59455.31,70.05,9.0,8.5
23.97583,72.86056,764.9,89347.95,59455.31,70.05,12.5,8.8
24.0,72.99,764.9,89347.95,59455.31,70.05,11.0,5.4
23.91528,73.14528,764.9,89347.95,59455.31,70.05,23.15,14.75
28.6361,75.6163,764.9,45309.53,47717.0,117.01,55.6,55.65
28.6511,75.723,764.9,45309.53,47717.0,117.01,55.63,55.45
28.5698,75.703,764.9,45309.53,47717.0,117.01,65.63,65.8
28.6021,75.6982,764.9,45309.53,47717.0,117.01,80.67,80.7
28.7058,75.7067,764.9,45309.53,47717.0,117.01,41.31,41.3
28.6789,75.6893,764.9,45309.53,47717.0,117.01,45.62,45.7
28.6731,75.7402,764.9,45309.53,47717.0,117.01,53.86,54.0
28.5679,75.6786,764.9,45309.53,47717.0,117.01,81.49,81.6
28.6464,75.5908,764.9,45309.53,47717.0,117.01,55.67,56.82
28.6335,75.6866,764.9,45309.53,47717.0,117.01,55.69,55.7
28.5944,75.6714,764.9,45309.53,47717.0,117.01,68.03,68.23
28.6733,75.6245,764.9,45309.53,47717.0,117.01,55.53,55.42
28.69,75.8114,764.9,45309.53,47717.0,117.01,46.2,46.38
28.6482,75.9689,764.9,45309.53,47717.0,117.01,25.82,26.0
28.7009,75.9904,764.9,45309.53,47717.0,117.01,11.64,12.07
28.7034,75.9516,764.9,45309.53,47717.0,117.01,9.02,8.8
28.633,75.9329,764.9,45309.53,47717.0,117.01,31.57,31.89
28.6944,75.8844,764.9,45309.53,47717.0,117.01,13.97,14.1
28.6944,75.8844,764.9,45309.53,47717.0,117.01,14.22,14.17
28.695,75.8259,764.9,45309.53,47717.0,117.01,34.98,35.5
28.7333,75.8442,764.9,45309.53,47717.0,117.01,17.35,17.45
28.7292,76.0362,764.9,45309.53,47717.0,117.01,9.1,9.27
28.6384,75.8995,764.9,45309.53,47717.0,117.01,21.82,23.0
28.7064,75.9657,764.9,45309.53,47717.0,117.01,11.08,11.35
28.6714,76.0669,764.9,45309.53,47717.0,117.01,7.48,6.81
28.7049,76.0424,764.9,45309.53,47717.0,117.01,10.04,11.92
28.7117,76.0458,764.9,45309.53,47717.0,117.01,8.61,11.92
28.6197,75.9026,764.9,45309.53,47717.0,117.01,30.5,30.66
28.7484,75.8707,764.9,45309.53,47717.0,117.01,12.75,13.25
28.7497,75.8955,764.9,45309.53,47717.0,117.01,12.31,12.23
28.41,75.863,764.9,45309.53,47717.0,117.01,52.95,53.0
28.5203,75.724,764.9,45309.53,47717.0,117.01,72.0,72.0
28.6493,75.7864,764.9,45309.53,47717.0,117.01,56.36,56.2
28.6052,75.7618,764.9,45309.53,47717.0,117.01,62.74,62.54
28.5056,75.7141,764.9,45309.53,47717.0,117.01,64.45,64.75
28.5828,75.8176,764.9,45309.53,47717.0,117.01,53.53,53.8
28.5731,75.8223,764.9,45309.53,47717.0,117.01,57.5,57.0
28.4497,75.8737,764.9,45309.53,47717.0,117.01,52.05,52.15
28.4881,75.7963,764.9,45309.53,47717.0,117.01,58.47,58.65
28.5194,75.7459,764.9,45309.53,47717.0,117.01,69.66,70.0
28.4953,75.824,764.9,45309.53,47717.0,117.01,57.24,57.5
28.4881,75.8159,764.9,45309.53,47717.0,117.01,61.33,61.45
28.6199,75.8547,764.9,45309.53,47717.0,117.01,34.12,34.5
28.5699,75.7392,764.9,45309.53,47717.0,117.01,73.24,73.56
28.5239,75.7971,764.9,45309.53,47717.0,117.01,61.62,61.85
28.5315,75.8,764.9,45309.53,47717.0,117.01,73.75,74.6
28.7939,75.8598,764.9,45309.53,47717.0,117.01,9.8,9.3
28.875,75.8881,764.9,45309.53,47717.0,117.01,11.2,10.53
28.7625,75.9831,764.9,45309.53,47717.0,117.01,12.7,13.0
28.7625,75.9831,764.9,45309.53,47717.0,117.01,12.62,12.55
28.8313,75.8071,764.9,45309.53,47717.0,117.01,9.55,9.7
28.78,75.7796,764.9,45309.53,47717.0,117.01,14.95,15.62
28.8547,75.8069,764.9,45309.53,47717.0,117.01,10.2,9.7
28.8681,75.8407,764.9,45309.53,47717.0,117.01,18.4,17.9
28.7497,75.8955,764.9,45309.53,47717.0,117.01,16.6,16.75
28.842,75.739,764.9,45309.53,47717.0,117.01,4.0,3.9
28.8472,75.7417,764.9,45309.53,47717.0,117.01,1.6,1.67
28.8472,75.7417,764.9,45309.53,47717.0,117.01,4.28,3.83
28.7976,75.9636,764.9,45309.53,47717.0,117.01,1.5,2.6
28.8026,75.906,764.9,45309.53,47717.0,117.01,24.9,24.95
28.9064,75.7921,764.9,45309.53,47717.0,117.01,3.8,3.5
28.7331,75.7632,764.9,45309.53,47717.0,117.01,40.0,39.73
28.7559,75.7154,764.9,45309.53,47717.0,117.01,19.55,18.95
28.7565,75.7143,764.9,45309.53,47717.0,117.01,18.62,18.44
28.8402,75.874,764.9,45309.53,47717.0,117.01,8.5,8.3
28.8175,75.7536,764.9,45309.53,47717.0,117.01,6.4,6.75
28.7729,75.7599,764.9,45309.53,47717.0,117.01,19.78,20.02
28.9077,75.8683,764.9,45309.53,47717.0,117.01,19.6,19.1
28.8303,75.8769,764.9,45309.53,47717.0,117.01,9.51,9.7
28.7929,75.7289,764.9,45309.53,47717.0,117.01,6.39,5.95
28.7806,75.9368,764.9,45309.53,47717.0,117.01,19.85,19.55
28.7783,75.9314,764.9,45309.53,47717.0,117.01,20.95,21.5
28.7953,75.8131,764.9,45309.53,47717.0,117.01,14.65,15.13
28.8969,75.8224,764.9,45309.53,47717.0,117.01,12.8,12.4
28.7547,75.7482,764.9,45309.53,47717.0,117.01,17.0,16.25
28.8722,75.9528,764.9,45309.53,47717.0,117.01,4.65,4.3
28.8109,75.8419,764.9,45309.53,47717.0,117.01,11.55,11.7
28.8768,75.9119,764.9,45309.53,47717.0,117.01,6.5,5.5
28.8768,75.9119,764.9,45309.53,47717.0,117.01,7.4,7.1
28.8811,75.9167,764.9,45309.53,47717.0,117.01,5.09,4.6
28.8811,75.9167,764.9,45309.53,47717.0,117.01,7.03,6.26
28.7964,75.8083,764.9,45309.53,47717.0,117.01,11.46,40.94
28.5171,75.946,764.9,18569.38,26675.2,159.61,61.69,62.0
28.51,76.01,764.9,18569.38,26675.2,159.61,66.64,67.0
28.5748,76.0796,764.9,18569.38,26675.2,159.61,46.83,46.9
28.4874,75.9757,764.9,18569.38,26675.2,159.61,64.97,65.08
28.4583,75.9845,764.9,18569.38,26675.2,159.61,75.99,76.15
28.62,76.0487,764.9,18569.38,26675.2,159.61,32.5,32.05
28.5501,75.9487,764.9,18569.38,26675.2,159.61,63.88,64.16
28.5386,75.9812,764.9,18569.38,26675.2,159.61,68.5,56.02
28.5746,75.9802,764.9,18569.38,26675.2,159.61,64.06,64.16
28.5645,75.9582,764.9,18569.38,26675.2,159.61,63.95,64.15
28.5801,75.9658,764.9,18569.38,26675.2,159.61,58.95,59.03
28.5483,75.8624,764.9,18569.38,26675.2,159.61,61.2,61.5
28.5381,75.8939,764.9,18569.38,26675.2,159.61,61.5,61.65
28.5382,75.8753,764.9,18569.38,26675.2,159.61,62.1,62.25
28.4683,75.9102,764.9,18569.38,26675.2,159.61,66.72,66.85
28.583,75.9301,764.9,18569.38,26675.2,159.61,69.51,69.65
28.45,75.94,764.9,18569.38,26675.2,159.61,74.42,74.58
28.4873,75.9932,764.9,18569.38,26675.2,159.61,69.0,69.5
28.3255,77.4645,764.9,16377.0,18551.0,125.86,22.3,22.38
28.382,77.4491,764.9,16377.0,18551.0,125.86,13.25,13.3
28.3039,77.4622,764.9,16377.0,18551.0,125.86,11.9,11.98
28.3714,77.4718,764.9,16377.0,18551.0,125.86,11.5,11.65
28.2926,77.4422,764.9,16377.0,18551.0,125.86,11.0,11.35
28.3255,77.4087,764.9,16377.0,18551.0,125.86,13.2,13.35
28.3149,77.4708,764.9,16377.0,18551.0,125.86,21.5,21.55
28.291,77.362,764.9,16377.0,18551.0,125.86,17.05,17.25
28.284,77.379,764.9,16377.0,18551.0,125.86,18.15,18.25
28.26,77.4617,764.9,16377.0,18551.0,125.86,15.0,16.4
28.305,77.39,764.9,16377.0,18551.0,125.86,18.7,18.88
28.26,77.34,764.9,16377.0,18551.0,125.86,6.2,6.35
28.2513,77.3714,764.9,16377.0,18551.0,125.86,10.8,10.95
28.2948,77.2967,764.9,16377.0,18551.0,125.86,15.7,15.78
28.3142,77.2846,764.9,16377.0,18551.0,125.86,2.05,2.1
28.2759,77.3031,764.9,16377.0,18551.0,125.86,15.65,15.75
28.2784,77.2883,764.9,16377.0,18551.0,125.86,6.4,5.27
28.3052,77.2533,764.9,16377.0,18551.0,125.86,2.7,2.78
28.2866,77.3406,764.9,16377.0,18551.0,125.86,10.1,10.22
28.4638,77.2629,764.9,16377.0,18551.0,125.86,15.55,15.85
28.4096,77.3241,764.9,16377.0,18551.0,125.86,21.65,21.8
28.4096,77.3241,764.9,16377.0,18551.0,125.86,56.2,56.55
28.411,77.2761,764.9,16377.0,18551.0,125.86,13.8,13.95
28.412,77.399,764.9,16377.0,18551.0,125.86,20.2,20.6
28.3333,77.3271,764.9,16377.0,18551.0,125.86,27.5,27.92
28.4279,77.3665,764.9,16377.0,18551.0,125.86,15.1,15.4
28.1525,77.325,764.9,16377.0,18551.0,125.86,14.2,14.35
28.393,77.262,764.9,16377.0,18551.0,125.86,11.3,11.45
28.4229,77.382,764.9,16377.0,18551.0,125.86,19.2,19.6
28.3271,77.1901,764.9,16377.0,18551.0,125.86,18.0,18.17
28.462,77.368,764.9,16377.0,18551.0,125.86,12.0,19.95
28.34,77.2,764.9,16377.0,18551.0,125.86,15.0,15.05
28.3869,77.213,764.9,16377.0,18551.0,125.86,16.9,17.1
28.4012,77.4203,764.9,16377.0,18551.0,125.86,23.15,23.3
28.3108,77.1754,764.9,16377.0,18551.0,125.86,9.6,9.65
28.331,77.17,764.9,16377.0,18551.0,125.86,20.0,20.15
28.3776,77.1748,764.9,16377.0,18551.0,125.86,18.0,18.05
28.3728,77.2486,764.9,16377.0,18551.0,125.86,25.06,28.66
28.382,77.2429,764.9,16377.0,18551.0,125.86,16.15,16.35
28.3549,77.2148,764.9,16377.0,18551.0,125.86,15.25,15.4
29.71,75.9,764.9,63986.56,92964.0,161.43,17.15,16.4
29.686,75.7831,764.9,63986.56,92964.0,161.43,40.6,41.1
29.6761,75.8554,764.9,63986.56,92964.0,161.43,22.5,16.7
29.7171,75.9409,764.9,63986.56,92964.0,161.43,23.9,24.0
29.6565,75.8945,764.9,63986.56,92964.0,161.43,25.4,26.4
29.7229,75.8707,764.9,63986.56,92964.0,161.43,31.8,32.0
29.6797,75.7205,764.9,63986.56,92964.0,161.43,40.7,50.0
29.6473,75.8453,764.9,63986.56,92964.0,161.43,18.2,20.0
29.5698,75.878,764.9,63986.56,92964.0,161.43,7.5,7.15
29.7127,75.8102,764.9,63986.56,92964.0,161.43,34.95,36.0
29.6425,75.7904,764.9,63986.56,92964.0,161.43,30.2,31.45
29.701,75.835,764.9,63986.56,92964.0,161.43,30.6,35.8
29.6945,75.931,764.9,63986.56,92964.0,161.43,18.9,19.35
29.6717,75.933,764.9,63986.56,92964.0,161.43,18.9,19.14
29.6405,75.9311,764.9,63986.56,92964.0,161.43,25.9,26.0
29.6613,75.7275,764.9,63986.56,92964.0,161.43,33.2,47.5
29.6058,75.8874,764.9,63986.56,92964.0,161.43,9.2,8.42
29.5713,75.8437,764.9,63986.56,92964.0,161.43,12.5,12.0
29.6461,75.6876,764.9,63986.56,92964.0,161.43,49.2,49.6
29.6269,75.9375,764.9,63986.56,92964.0,161.43,2.64,2.79
29.7401,75.8779,764.9,63986.56,92964.0,161.43,38.1,38.2
29.6189,75.8314,764.9,63986.56,92964.0,161.43,14.95,13.85
28.3715,76.8876,764.9,21196.0,42122.0,220.8,30.05,30.25
28.4444,76.8343,764.9,21196.0,42122.0,220.8,21.1,21.05
28.4001,76.7753,764.9,21196.0,42122.0,220.8,24.8,26.1
28.4717,76.9195,764.9,21196.0,42122.0,220.8,8.75,8.9
28.3848,76.7355,764.9,21196.0,42122.0,220.8,24.6,24.65
28.4078,76.8258,764.9,21196.0,42122.0,220.8,24.3,25.64
28.3706,76.8366,764.9,21196.0,42122.0,220.8,33.1,33.27
28.453,76.7306,764.9,21196.0,42122.0,220.8,13.15,13.23
28.492,76.8619,764.9,21196.0,42122.0,220.8,6.55,6.85
28.4416,76.7751,764.9,21196.0,42122.0,220.8,17.95,18.03
28.4782,76.829,764.9,21196.0,42122.0,220.8,13.15,13.35
28.4605,76.869,764.9,21196.0,42122.0,220.8,9.65,9.75
28.3967,76.8775,764.9,21196.0,42122.0,220.8,17.35,22.73
28.4681,77.0836,764.9,21196.0,42122.0,220.8,65.0,65.15
28.51,77.03,764.9,21196.0,42122.0,220.8,39.1,37.4
28.5136,76.9769,764.9,21196.0,42122.0,220.8,4.75,2.65
28.5056,77.0781,764.9,21196.0,42122.0,220.8,99.6,99.0
28.46,77.027,764.9,21196.0,42122.0,220.8,37.65,39.11
28.36,76.9,764.9,21196.0,42122.0,220.8,36.5,36.65
28.3868,77.0526,764.9,21196.0,42122.0,220.8,24.8,24.92
28.4014,76.9871,764.9,21196.0,42122.0,220.8,34.75,36.3
28.35,77.03,764.9,21196.0,42122.0,220.8,34.7,35.47
28.4177,76.9115,764.9,21196.0,42122.0,220.8,17.7,16.75
28.4413,77.0832,764.9,21196.0,42122.0,220.8,30.85,31.05
28.3558,76.9547,764.9,21196.0,42122.0,220.8,28.73,29.06
28.4067,76.9192,764.9,21196.0,42122.0,220.8,18.1,15.7
28.5,77.02,764.9,21196.0,42122.0,220.8,27.25,29.5
28.4667,77.0672,764.9,21196.0,42122.0,220.8,49.8,50.8
28.4713,76.9203,764.9,21196.0,42122.0,220.8,11.0,11.15
28.4713,76.9197,764.9,21196.0,42122.0,220.8,10.07,9.65
28.4584,76.9029,764.9,21196.0,42122.0,220.8,19.05,19.15
28.35,77.03,764.9,21196.0,42122.0,220.8,30.85,30.97
28.4245,77.1448,764.9,21196.0,42122.0,220.8,23.35,23.5
28.3467,76.7619,764.9,21196.0,42122.0,220.8,29.05,29.25
28.3099,76.9,764.9,21196.0,42122.0,220.8,42.6,43.0
28.3265,76.7801,764.9,21196.0,42122.0,220.8,38.45,38.6
28.2859,76.8656,764.9,21196.0,42122.0,220.8,25.1,25.05
28.491,76.997,764.9,21196.0,42122.0,220.8,10.55,9.85
28.3054,76.8375,764.9,21196.0,42122.0,220.8,38.05,39.8
28.348,76.69,764.9,21196.0,42122.0,220.8,30.55,28.3
28.2739,76.683,764.9,21196.0,42122.0,220.8,27.55,27.8
28.3026,76.693,764.9,21196.0,42122.0,220.8,30.6,30.75
28.3001,76.6921,764.9,21196.0,42122.0,220.8,35.84,36.0
28.2732,76.7421,764.9,21196.0,42122.0,220.8,30.1,30.8
28.3472,76.7149,764.9,21196.0,42122.0,220.8,27.0,25.9
28.269,76.8333,764.9,21196.0,42122.0,220.8,26.95,27.77
28.2891,77.0657,764.9,21196.0,42122.0,220.8,22.0,22.53
28.39,77.1,764.9,21196.0,42122.0,220.8,32.0,32.1
28.4093,77.1473,764.9,21196.0,42122.0,220.8,20.1,20.15
28.271,77.063,764.9,21196.0,42122.0,220.8,37.64,39.65
28.3455,77.0597,764.9,21196.0,42122.0,220.8,25.0,28.02
28.3001,77.125,764.9,21196.0,42122.0,220.8,24.4,24.6
28.2431,77.1548,764.9,21196.0,42122.0,220.8,12.15,12.3
28.3017,77.1238,764.9,21196.0,42122.0,220.8,8.35,8.65
28.2596,77.2017,764.9,21196.0,42122.0,220.8,5.7,5.35
28.267,77.138,764.9,21196.0,42122.0,220.8,24.25,24.35
28.3084,77.0518,764.9,21196.0,42122.0,220.8,24.75,24.82
28.2103,77.1825,764.9,21196.0,42122.0,220.8,10.55,10.65
28.3192,77.1152,764.9,21196.0,42122.0,220.8,35.8,35.85
28.3262,77.0803,764.9,21196.0,42122.0,220.8,21.0,22.67
28.2704,77.1565,764.9,21196.0,42122.0,220.8,21.2,21.35
28.3466,77.0977,764.9,21196.0,42122.0,220.8,19.05,19.0
28.2293,77.1249,764.9,21196.0,42122.0,220.8,18.25,18.35
28.296,77.0328,764.9,21196.0,42122.0,220.8,33.1,33.27
29.655,76.539,764.9,51087.0,104775.0,227.88,16.9,17.9
29.6597,76.5147,764.9,51087.0,104775.0,227.88,16.6,17.9
30.0473,76.3312,764.9,51087.0,104775.0,227.88,40.25,42.3
29.9917,76.2486,764.9,51087.0,104775.0,227.88,41.25,42.31
30.0711,76.3666,764.9,51087.0,104775.0,227.88,28.7,30.9
30.0258,76.3918,764.9,51087.0,104775.0,227.88,33.1,34.2
30.107,76.3738,764.9,51087.0,104775.0,227.88,27.6,29.5
30.0638,76.4202,764.9,51087.0,104775.0,227.88,27.7,29.85
30.0557,76.2447,764.9,51087.0,104775.0,227.88,28.8,31.0
30.0991,76.4498,764.9,51087.0,104775.0,227.88,29.45,32.3
30.0073,76.424,764.9,51087.0,104775.0,227.88,25.6,27.9
30.1111,76.2687,764.9,51087.0,104775.0,227.88,32.1,34.6
30.1505,76.4179,764.9,51087.0,104775.0,227.88,31.9,33.3
30.0601,76.3721,764.9,51087.0,104775.0,227.88,33.1,35.25
30.0401,76.3001,764.9,51087.0,104775.0,227.88,38.3,41.2
30.0702,76.3124,764.9,51087.0,104775.0,227.88,31.9,34.8
30.1317,76.2328,764.9,51087.0,104775.0,227.88,33.6,35.0
29.9855,76.2381,764.9,51087.0,104775.0,227.88,42.9,45.5
29.9608,76.2507,764.9,51087.0,104775.0,227.88,50.45,53.1
30.0011,76.3428,764.9,51087.0,104775.0,227.88,40.3,41.5
30.1184,76.4401,764.9,51087.0,104775.0,227.88,30.2,32.2
29.9803,76.4217,764.9,51087.0,104775.0,227.88,23.9,25.2
30.0238,76.3856,764.9,51087.0,104775.0,227.88,31.4,33.4
30.0457,76.2472,764.9,51087.0,104775.0,227.88,30.7,32.3
30.072,76.3841,764.9,51087.0,104775.0,227.88,31.4,33.2
30.0002,76.2839,764.9,51087.0,104775.0,227.88,47.5,49.1
29.5744,76.4934,764.9,51087.0,104775.0,227.88,14.1,14.7
29.5753,76.4881,764.9,51087.0,104775.0,227.88,14.1,14.7
29.657,76.4421,764.9,51087.0,104775.0,227.88,13.88,14.85
29.6608,76.4292,764.9,51087.0,104775.0,227.88,11.47,12.75
29.6578,76.4081,764.9,51087.0,104775.0,227.88,11.48,11.95
29.5866,76.432,764.9,51087.0,104775.0,227.88,11.84,12.65
29.5531,76.381,764.9,51087.0,104775.0,227.88,15.9,16.1
29.6545,76.4728,764.9,51087.0,104775.0,227.88,14.83,15.9
29.5646,76.4446,764.9,51087.0,104775.0,227.88,13.9,15.0
29.5866,76.5367,764.9,51087.0,104775.0,227.88,16.3,17.8
29.6208,76.4311,764.9,51087.0,104775.0,227.88,11.88,12.6
